gene;ratio;pval;qval
Mid1ip1;0.54;0.418818655;0.743174271
Lrba;0.304;0.418604873;0.743174271
Mpv17l;-0.396;0.418531024;0.743174271
Elf3;-0.54;0.418449352;0.743174271
Tmed1;-0.59;0.418770072;0.743174271
Gm10000;0.587;0.41881744;0.743174271
Dnajb1;0.638;0.418694203;0.743174271
Kctd5;0.233;0.418796024;0.743174271
Blnk;0.341;0.418997789;0.743358965
Edn3;0.464;0.419131519;0.743463054
Rpl38;0.54;0.41924215;0.743483294
Exoc3;-0.343;0.419293052;0.743483294
Rasa2;0.376;0.419394166;0.743529481
Mlxipl;0.825;0.419633605;0.743554715
Csmd2;0.173;0.419540901;0.743554715
Dera;0.309;0.419567944;0.743554715
Chmp3;0.185;0.419999717;0.743937268
Aldoa;-0.892;0.419981532;0.743937268
Bcl2;0.178;0.420094208;0.743971594
Rps28;0.623;0.420200112;0.744026118
Pcnx;0.213;0.420377852;0.744207797
She;-0.494;0.420679498;0.74443954
Zfp317;-0.547;0.420861912;0.74443954
Akr1a1;0.272;0.420685363;0.74443954
Rbm14;0.6;0.420884546;0.74443954
Birc6;-0.502;0.420789626;0.74443954
Tmem171;0.49;0.421431791;0.745141358
Fam3a;0.782;0.421387735;0.745141358
Rabep1;-0.55;0.421564224;0.745242484
Pycr1;-0.646;0.421659634;0.745278135
Tpgs2;0.179;0.422060029;0.745433485
Aldh4a1;0.23;0.42200708;0.745433485
Trim30a;-0.477;0.421985667;0.745433485
Suv420h2;-0.298;0.422123818;0.745433485
Wbp1;-0.655;0.422007004;0.745433485
Dbndd2;-0.618;0.422507211;0.745977528
Ginm1;0.397;0.422908388;0.746552768
Psmd5;-0.511;0.423038402;0.746649211
Chmp4b;0.698;0.423367185;0.7469633
Zfp787;0.828;0.423317084;0.7469633
4930402H24Rik;0.576;0.423619026;0.747274523
Aco2;0.206;0.42372624;0.747330556
Zfp516;-0.545;0.424050631;0.747769539
Pik3c3;-0.851;0.425222191;0.748824264
Dgkd;0.339;0.425169467;0.748824264
Mkln1;-0.131;0.42555596;0.748824264
Kdm5a;-0.367;0.425099147;0.748824264
Tcea1;0.598;0.42532929;0.748824264
Lypla1;0.112;0.425289279;0.748824264
Cep162;-0.581;0.424969936;0.748824264
Eftud2;0.575;0.425470385;0.748824264
Chd8;0.21;0.4255027;0.748824264
Zbtb44;0.166;0.425065419;0.748824264
Atp13a1;-0.553;0.42477048;0.748824264
Thra;0.335;0.425453653;0.748824264
Prkx;0.586;0.425802535;0.748859039
Setd1b;0.222;0.425733779;0.748859039
Gm9696;0.431;0.425680929;0.748859039
Ppil4;0.604;0.426128219;0.749298777
Micu3;0.227;0.426235462;0.749354322
Wtap;0.42;0.426800437;0.750113046
Gm3550;-0.59;0.426818488;0.750113046
Pipox;-0.309;0.427296279;0.750819522
Ncoa2;0.724;0.427596416;0.751057117
Pck1;0.206;0.4277348;0.751057117
Ssr2;-0.659;0.427527678;0.751057117
E130309D02Rik;-0.577;0.427693288;0.751057117
Bhlhe41;-0.178;0.427867586;0.751157114
Lamtor2;-0.448;0.428100871;0.75143348
Zfp524;-0.985;0.428223923;0.751516294
Nisch;-0.666;0.428421458;0.751729768
Hgs;-0.739;0.428893611;0.751942693
Zmat5;0.507;0.428990823;0.751942693
Nmi;-0.641;0.428953348;0.751942693
Uba2;-0.933;0.4289983;0.751942693
Arid1a;-0.369;0.428932674;0.751942693
Dhrs1;0.127;0.428861946;0.751942693
Appl2;0.509;0.42924806;0.752205966
Egln3;0.244;0.429376328;0.752205966
Smad3;0.53;0.429350457;0.752205966
Smim13;-0.738;0.429565229;0.752270791
Ppp2r4;0.622;0.429493547;0.752270791
Tapt1;-0.627;0.429815045;0.752351135
Ern1;0.557;0.429690083;0.752351135
Nqo2;-0.365;0.429914934;0.752351135
Arid1b;0.761;0.429866228;0.752351135
Setd3;0.861;0.430047288;0.752400946
Ndufv2;0.224;0.430098029;0.752400946
Uqcr11;0.227;0.430247245;0.752400946
Eif4e2;-0.614;0.430236845;0.752400946
Esrp1;0.539;0.43048043;0.752675845
Zfp626;-0.394;0.430743699;0.752885861
Brix1;-0.796;0.430752567;0.752885861
Runx3;-0.841;0.430961326;0.753069032
Mrpl24;0.518;0.431085453;0.753069032
Rps20;0.736;0.431016736;0.753069032
Phf3;0.512;0.431560535;0.753482227
Muc4;0.534;0.431778407;0.753482227
Dnajb11;-0.639;0.431715535;0.753482227
Ankmy2;-0.777;0.431733867;0.753482227
Uvssa;-0.318;0.431506478;0.753482227
Eif4a2;-0.536;0.43170963;0.753482227
Sarm1;0.475;0.432000135;0.753736363
Nr1h4;0.682;0.432353359;0.754219799
Klf16;-0.552;0.432670967;0.754274387
H2-Ab1;0.274;0.432699054;0.754274387
Ssh1;0.159;0.432841556;0.754274387
Aimp1;0.443;0.432600362;0.754274387
Papola;-0.368;0.43277697;0.754274387
Acp6;0.872;0.432544395;0.754274387
Ndufab1;0.453;0.433093747;0.754448394
Prkcz;-0.703;0.433089614;0.754448394
Rhox8;-0.51;0.433558619;0.754895081
Rhox8;-0.51;0.433558619;0.754895081
Fbxo18;0.622;0.43357881;0.754895081
Aplp1;-0.748;0.433664384;0.754911374
Rpl23;0.686;0.433958457;0.755244645
Oard1;-0.544;0.434008331;0.755244645
Tmem258;0.613;0.434335688;0.755432964
Eps8l2;0.126;0.434345354;0.755432964
Gm14303;0.794;0.434318612;0.755432964
Tgds;0.543;0.434625061;0.755521452
9130008F23Rik;-0.446;0.434611777;0.755521452
Tbc1d1;-0.465;0.434508868;0.755521452
Higd2a;-0.457;0.435040052;0.755712332
Ift52;0.527;0.434905602;0.755712332
Psmd13;-0.675;0.434971676;0.755712332
Cyc1;0.127;0.434846103;0.755712332
Hdac11;0.567;0.435298814;0.755896697
Ndufa2;-0.137;0.435281405;0.755896697
Plbd2;-0.455;0.435495323;0.756105377
1700030K09Rik;0.568;0.435672388;0.756280233
Ptgr2;0.231;0.435862901;0.756478366
Rubcn;0.475;0.436426419;0.756481504
Atpaf2;-0.457;0.436745377;0.756481504
Adrbk1;-0.415;0.43661667;0.756481504
Med23;0.585;0.436180439;0.756481504
Galm;0.202;0.436154563;0.756481504
Tceanc2;0.143;0.436534505;0.756481504
Asb6;0.738;0.436543012;0.756481504
Prpf38a;-0.56;0.436346225;0.756481504
Mrpl46;0.635;0.435955023;0.756481504
Dgkz;-0.691;0.436857567;0.756481504
Gm10717;-0.617;0.436556915;0.756481504
Gm10116;0.72;0.436825824;0.756481504
Drap1;0.339;0.436850175;0.756481504
Mia3;0.267;0.437105233;0.756778068
Ing1;-0.403;0.4372409;0.756880657
Prkd2;-0.547;0.437417707;0.757054409
Uggt1;0.558;0.437511473;0.757084406
Picalm;0.111;0.437680021;0.757243775
Shoc2;-0.418;0.438018551;0.757697127
Myh9;-0.134;0.438367731;0.758168741
Chrac1;-0.52;0.43868068;0.758469005
Ipmk;0.166;0.43869449;0.758469005
Cep57l1;-0.536;0.43887803;0.758653906
Rap1a;0.851;0.440045655;0.758786577
Edrf1;0.883;0.439783873;0.758786577
Fam96b;0.407;0.440046287;0.758786577
Hacl1;-0.552;0.439716569;0.758786577
AU022252;-0.553;0.440030351;0.758786577
Faf1;-0.586;0.439451766;0.758786577
Sec24d;0.517;0.439965883;0.758786577
Pik3c2a;0.216;0.440180482;0.758786577
Pdzk1;0.359;0.439046352;0.758786577
Pik3cb;-0.958;0.439280043;0.758786577
N4bp2;-0.607;0.439680506;0.758786577
Wrn;-0.516;0.439263085;0.758786577
Bag4;0.363;0.440141421;0.758786577
Katna1;-0.445;0.439305873;0.758786577
Gm5431;0.505;0.439571365;0.758786577
Rpl17-ps5;-0.662;0.439469864;0.758786577
Specc1;0.51;0.44031096;0.758879425
Spryd7;-0.722;0.440723093;0.759061421
Chic2;0.662;0.440620352;0.759061421
Sgpp1;-0.497;0.440574314;0.759061421
Map3k13;0.561;0.440700377;0.759061421
Slc25a5;0.08;0.441162008;0.759685273
Mgam;0.243;0.441521514;0.760040076
Mgam;0.243;0.441521514;0.760040076
Mrpl15;0.745;0.441744032;0.760290988
Hist1h2bc;0.138;0.441887843;0.760303612
Bptf;-0.587;0.441981646;0.760303612
Deaf1;0.556;0.441964039;0.760303612
Sec22a;0.578;0.442215587;0.760408081
Dync1i2;-0.58;0.442272686;0.760408081
Nbea;-0.95;0.442256616;0.760408081
Mical1;0.199;0.442413976;0.760518992
Ext2;-0.596;0.442550582;0.760621813
Thap6;-0.573;0.442973072;0.76121587
Pgrmc2;0.195;0.443170919;0.761291701
Golga3;-0.534;0.443153103;0.761291701
Naaa;-0.295;0.443484367;0.761698051
Plekhg3;-0.531;0.44372309;0.761975937
Impad1;0.298;0.443926783;0.762151857
Efcab14;0.483;0.443979426;0.762151857
Yap1;0.477;0.444106358;0.762237649
Rps23-ps1;-0.399;0.444214207;0.762290665
Osbpl7;0.542;0.444896156;0.763226797
Adnp2;-0.549;0.444990889;0.763226797
Mark3;0.589;0.444986194;0.763226797
Thrb;0.548;0.445277593;0.763508039
Gchfr;0.684;0.44530903;0.763508039
Cog8;0.484;0.44550907;0.763520225
Tubal3;-0.314;0.44554739;0.763520225
Sec24c;0.221;0.445462898;0.763520225
Pla2g16;-0.202;0.447411261;0.763815845
Pvrl3;-0.473;0.447304471;0.763815845
Med8;-0.943;0.447888554;0.763815845
Onecut2;-0.19;0.447978489;0.763815845
Rfc5;0.121;0.447240831;0.763815845
Coq5;-0.298;0.447763635;0.763815845
Kpna6;-0.663;0.446673681;0.763815845
Mrpl10;0.577;0.446814932;0.763815845
Khdrbs1;0.656;0.446240067;0.763815845
Cry2;-0.459;0.446894809;0.763815845
Fam160a2;1.16;0.447737703;0.763815845
Sox13;0.439;0.446436922;0.763815845
Bmpr2;0.443;0.446949129;0.763815845
AA467197;0.29;0.448054501;0.763815845
Rab9;0.322;0.446396461;0.763815845
Dcaf10;-0.431;0.446907495;0.763815845
Slc1a7;-0.56;0.447577527;0.763815845
R3hdm1;-0.49;0.447356769;0.763815845
Nmt1;-0.488;0.44788888;0.763815845
Pddc1;-0.513;0.446064813;0.763815845
Klhl2;-0.386;0.4461936;0.763815845
Micu2;-0.19;0.448110437;0.763815845
Sod2;0.133;0.448056681;0.763815845
Ap3b1;-0.312;0.447825224;0.763815845
Fam162a;-0.187;0.446524675;0.763815845
Ano9;-0.28;0.447391715;0.763815845
Cd38;0.228;0.447390387;0.763815845
Tcf7l2;-0.55;0.447784302;0.763815845
Ppp2r5b;0.52;0.447051512;0.763815845
Ppp2r5b;0.52;0.447051512;0.763815845
Rps2-ps10;0.149;0.446488393;0.763815845
Idh3a;0.189;0.448600585;0.764519752
Lamb3;-0.44;0.448971855;0.765020853
Yme1l1;0.166;0.44908401;0.765080343
Adap1;-0.235;0.449421316;0.76512859
Pik3c2b;0.283;0.449306177;0.76512859
Suclg1;-0.275;0.449359271;0.76512859
Slc38a7;0.541;0.449290722;0.76512859
Dqx1;-0.185;0.449843249;0.765715309
Rps13;-0.812;0.450755482;0.766097863
Hnrnpr;0.098;0.450197804;0.766097863
Rcn2;0.637;0.450535087;0.766097863
Slx1b;0.145;0.450351497;0.766097863
Tmlhe;-0.355;0.45061286;0.766097863
Borcs7;0.183;0.450554252;0.766097863
Naip1;0.75;0.450764094;0.766097863
Nsa2;-0.264;0.450563784;0.766097863
Ece1;0.224;0.450685394;0.766097863
Socs7;-0.526;0.450975564;0.766194332
Carf;0.159;0.450951352;0.766194332
Nkiras1;0.604;0.451122621;0.766312736
Cope;0.227;0.45132081;0.766386529
D5Ertd579e;0.53;0.451281808;0.766386529
Fbxw5;-0.441;0.45163124;0.766422943
Prim2;0.131;0.451652489;0.766422943
Sema3b;0.894;0.451729141;0.766422943
Slc16a6;0.605;0.451545172;0.766422943
Gmip;-0.29;0.451585501;0.766422943
Yipf1;0.251;0.452088287;0.766900922
Mrps36;0.295;0.453214885;0.7673664
Arf1;-0.93;0.452804658;0.7673664
Otud5;0.646;0.453183909;0.7673664
Ankfy1;0.902;0.453213563;0.7673664
Btbd1;0.851;0.452530473;0.7673664
Imp4;-0.573;0.452440449;0.7673664
Gm21992;0.546;0.452829521;0.7673664
Med19;0.331;0.452678589;0.7673664
Serhl;-0.515;0.453112196;0.7673664
Dennd2c;-0.553;0.453208613;0.7673664
Gm14539;0.436;0.453113058;0.7673664
Uqcrb;0.109;0.453549991;0.767394321
Kxd1;-0.425;0.453618753;0.767394321
Ccdc127;-0.589;0.453479888;0.767394321
Pacs2;0.501;0.453612148;0.767394321
Bcl2l2;-0.338;0.453377243;0.767394321
Mgat3;0.25;0.453869542;0.767687469
BC004004;-0.443;0.454006304;0.767787681
Sec24b;-0.789;0.454398124;0.767811054
Rnmt;0.213;0.45433949;0.767811054
Eme1;0.751;0.454241414;0.767811054
Clasp2;-0.202;0.454562748;0.767811054
Fam110c;0.314;0.454482031;0.767811054
Ppp1cb;0.133;0.45425374;0.767811054
Tmem203;-0.54;0.454517028;0.767811054
Sephs1;-0.475;0.454886454;0.768142996
Yeats2;-0.46;0.454914368;0.768142996
Six4;-0.757;0.455096678;0.768319857
Nrbf2;0.3;0.455215534;0.768389547
Araf;0.756;0.455589404;0.768722083
Smim20;-0.616;0.455878194;0.768722083
Kpna3;-0.831;0.455873624;0.768722083
Chchd1;0.273;0.455847432;0.768722083
Fam50a;0.539;0.455592429;0.768722083
Gata3;0.164;0.455875792;0.768722083
Cst3;-0.561;0.456131814;0.768800573
Rpl22;-0.536;0.456016693;0.768800573
Tgm2;0.335;0.456157594;0.768800573
Arhgap26;-0.327;0.456262535;0.768846616
Hfe;-0.514;0.456408696;0.7689449
Cog6;-0.307;0.456476124;0.7689449
Strbp;-0.158;0.45674049;0.769156125
Slc35f6;0.823;0.456756823;0.769156125
Kdm5a;-0.413;0.456875039;0.76922442
Abr;-0.746;0.457093033;0.769356314
Trio;-0.582;0.457108724;0.769356314
Leap2;-0.11;0.457440695;0.769522772
Vps54;-0.502;0.457390087;0.769522772
Rps7;0.506;0.457325122;0.769522772
Fam98b;-0.53;0.457714978;0.769701698
Col1a1;-0.308;0.457698463;0.769701698
Mllt1;-0.414;0.457780182;0.769701698
Tctn1;-0.291;0.458084919;0.770083355
Mylk;-0.183;0.458177862;0.770108895
Cib1;-0.492;0.458280864;0.770134643
Tnni1;0.551;0.458348685;0.770134643
Borcs6;0.521;0.458557001;0.77022335
Samm50;0.302;0.458541577;0.77022335
Spef1;-0.531;0.458670049;0.77028261
Pex16;0.511;0.458903089;0.770543328
Trim34a;0.569;0.459012181;0.770595874
Clca3a1;-0.544;0.459336956;0.770749204
Actb;-0.304;0.459214136;0.770749204
Stat3;0.679;0.459297863;0.770749204
Lman1;0.538;0.459514157;0.770808718
Mtmr9;0.534;0.45956211;0.770808718
Gm10177;0.769;0.459605885;0.770808718
Uba2;0.165;0.459995412;0.77120084
Atp9b;0.533;0.45998072;0.77120084
Gm5415;0.545;0.46074918;0.771967933
Aurkaip1;0.75;0.460764707;0.771967933
Hsbp1;0.318;0.460664252;0.771967933
Lhfpl2;0.758;0.460538278;0.771967933
Slc37a3;0.541;0.460988077;0.772080977
Ppp1r1b;0.597;0.460979733;0.772080977
Prom1;0.518;0.461178561;0.772164247
Gin1;-0.521;0.461314665;0.772164247
Tulp3;-0.961;0.461403681;0.772164247
Med17;0.562;0.461398376;0.772164247
Zfp277;-0.237;0.46142758;0.772164247
Mydgf;0.376;0.461551201;0.77224065
Sertad2;0.45;0.461822123;0.77231164
Ppp2r2d;0.769;0.461862942;0.77231164
Blzf1;0.667;0.461905518;0.77231164
Jmjd8;0.796;0.46187406;0.77231164
Exo1;-0.551;0.46233691;0.772772037
Stx4a;-0.113;0.462301358;0.772772037
Stk25;0.711;0.462613186;0.773103359
Mxd4;0.194;0.463330433;0.77417138
Dirc2;0.336;0.463578297;0.774268446
Cnot2;-0.452;0.463623034;0.774268446
Zfp532;-0.558;0.463581736;0.774268446
Chka;-0.272;0.463900899;0.774348115
Metrnl;-0.528;0.463962557;0.774348115
Acaa2;0.161;0.46393208;0.774348115
Uap1l1;0.3;0.463983449;0.774348115
Bhlhe40;0.152;0.464226652;0.774623482
U2surp;0.691;0.464559116;0.774698384
Ubb;0.086;0.464397883;0.774698384
Usp17lc;-0.534;0.464584392;0.774698384
Ccz1;0.504;0.464444568;0.774698384
Ep300;-0.318;0.464665135;0.774702602
Naa35;0.428;0.464745134;0.774705579
Rab24;-0.697;0.46492524;0.774875401
Matn4;0.727;0.465009361;0.774885216
9130019O22Rik;0.554;0.465265067;0.775066879
Tmem256;-0.579;0.465274878;0.775066879
Ncaph2;0.491;0.465426199;0.775078193
Zfr;0.375;0.465516423;0.775078193
Rrp1;0.534;0.465446205;0.775078193
Birc2;-1.042;0.465681382;0.775092269
Rnaset2a;0.395;0.465660461;0.775092269
Cct3;-0.562;0.465944006;0.775399089
Serf2;0.278;0.4661223;0.775565494
Rps21;-0.38;0.466488454;0.775632527
Ephx1;0.853;0.466466736;0.775632527
Trim30d;0.202;0.466463706;0.775632527
Gnptg;-0.941;0.466554124;0.775632527
Zfp236;-0.555;0.46649919;0.775632527
Adsl;-0.532;0.46709458;0.775671403
Lman1;0.538;0.467125686;0.775671403
Ssu72;-0.24;0.467085963;0.775671403
Rps19bp1;-0.527;0.466875927;0.775671403
Raver1;-0.338;0.467040747;0.775671403
Rictor;0.53;0.467014159;0.775671403
Chmp2a;0.253;0.467052462;0.775671403
Mtif2;-0.348;0.467880532;0.775954973
Tpp2;-0.543;0.467449943;0.775954973
Igfbp4;-0.348;0.467825984;0.775954973
Fbxw19;-0.431;0.467669556;0.775954973
Chmp1a;0.152;0.467923176;0.775954973
Slmap;0.519;0.467849735;0.775954973
Metap1;-0.705;0.467651095;0.775954973
Immp1l;0.319;0.467576017;0.775954973
Cggbp1;-0.299;0.468106768;0.776129484
Fam104a;-0.294;0.468312557;0.776138184
Lrrc58;-0.204;0.468296151;0.776138184
Bcl6;-0.771;0.46834709;0.776138184
Dync1li2;-0.496;0.468766476;0.776703236
Arhgef12;-0.391;0.469148172;0.77720566
Bcar1;-0.353;0.469342865;0.777398174
Slc25a15;0.143;0.469483261;0.777500702
Scg2;0.859;0.469633634;0.777619717
Mpnd;-0.32;0.46995522;0.777844519
Siah2;0.963;0.469888148;0.777844519
Zswim8;0.624;0.470004992;0.777844519
Gan;0.337;0.470501417;0.778016116
Shfm1;-0.132;0.470356489;0.778016116
Ggact;0.405;0.470275879;0.778016116
Ubc;0.109;0.470199947;0.778016116
2310061I04Rik;0.44;0.470444498;0.778016116
Cops4;0.428;0.470587177;0.778028041
D17H6S53E;0.242;0.470942023;0.778225015
Stau1;-0.802;0.470910273;0.778225015
Mthfd1;-0.774;0.470809952;0.778225015
Cic;0.512;0.471395583;0.778293788
Ndufa12;-0.515;0.471369137;0.778293788
Sdk2;-0.445;0.471455096;0.778293788
Tsg101;-0.204;0.471388348;0.778293788
Stip1;0.44;0.471358576;0.778293788
Fbp1;0.735;0.471351429;0.778293788
Zfp120;0.165;0.471775939;0.778304577
Als2;0.909;0.471635597;0.778304577
Abce1;0.678;0.471628196;0.778304577
Zfp62;-0.559;0.471730155;0.778304577
Fbxo11;0.625;0.471989915;0.778527912
Litaf;0.14;0.472475054;0.778957983
Rbbp5;-0.746;0.472486579;0.778957983
Chp1;0.146;0.472335587;0.778957983
Npffr1;0.141;0.472577167;0.778977673
Scaf8;0.519;0.472748302;0.779130106
Zbed4;0.78;0.473099192;0.779221051
Rsbn1l;0.487;0.473072265;0.779221051
Ptpn3;0.235;0.473118162;0.779221051
Stk19;-0.573;0.473093394;0.779221051
Rps27l;0.277;0.473479138;0.779685929
Ppp1r37;-0.449;0.473577853;0.779718855
Zfp747;0.661;0.47382232;0.779883193
Arl15;0.366;0.47383514;0.779883193
Camk4;-0.21;0.474060968;0.780125252
Ndel1;-0.419;0.474195364;0.780216791
Esyt2;-0.265;0.474420648;0.780457818
Snrk;-0.319;0.474832718;0.781005991
4930539E08Rik;0.241;0.474921123;0.781021705
Polr2e;0.682;0.475082664;0.781028014
Baiap2l2;-0.192;0.47500981;0.781028014
Gpcpd1;0.975;0.475365345;0.781248356
Gosr1;0.474;0.475540404;0.781248356
Oas3;-0.75;0.475572875;0.781248356
Srebf1;0.412;0.475618117;0.781248356
Arl2bp;-0.405;0.475689938;0.781248356
Psme2b;0.208;0.475650718;0.781248356
Etfa;0.113;0.475824437;0.781339696
St5;0.626;0.476067507;0.781513779
Ahsa1;0.365;0.476088253;0.781513779
Ahr;0.453;0.476365563;0.781586521
Upf2;-0.871;0.476514617;0.781586521
Gm8113;-0.498;0.476359699;0.781586521
Gtf3c6;0.491;0.476448847;0.781586521
Gltscr2;-0.447;0.476527107;0.781586521
Mrpl35;-0.331;0.476685197;0.781716371
Rps15a-ps6;0.529;0.476865123;0.78188198
Slc35a5;0.269;0.476946538;0.78188604
Ctbp1;0.162;0.47712388;0.78191794
Atxn2;0.645;0.477094287;0.78191794
Cox10;0.257;0.47724014;0.781979088
Morf4l2;-0.135;0.477981789;0.782957723
Gm13340;0.421;0.477995492;0.782957723
Elovl1;0.49;0.478075547;0.782959374
Etfdh;0.194;0.478184129;0.783007737
Ndufab1;-0.345;0.478924538;0.78303837
Tmem126b;-0.44;0.478321069;0.78303837
Sh3gl2;0.21;0.478946681;0.78303837
Ak3;0.127;0.479041578;0.78303837
Pde12;-0.366;0.478807354;0.78303837
2010107G12Rik;0.411;0.479060956;0.78303837
Arhgef7;0.498;0.479077859;0.78303837
Slc9a8;0.6;0.479054949;0.78303837
Cryzl1;-0.774;0.478445306;0.78303837
Cdc42ep2;-0.233;0.479151495;0.78303837
Snx18;-0.437;0.478842065;0.78303837
Dmgdh;0.195;0.478979436;0.78303837
Casp6;0.104;0.479527927;0.783265851
Spg7;0.319;0.479517553;0.783265851
Nup93;-0.522;0.479425104;0.783265851
Rnf5;0.201;0.480631648;0.783515541
Rfc2;-0.551;0.481171379;0.783515541
Cntnap5a;0.466;0.480303956;0.783515541
Sppl3;-0.642;0.481921278;0.783515541
Anapc16;-0.962;0.480525168;0.783515541
Lemd3;0.493;0.480878983;0.783515541
Lamtor3;0.576;0.481152673;0.783515541
Mrpl13;-0.466;0.481402681;0.783515541
Sdcbp;0.334;0.481770494;0.783515541
Ptpn18;0.385;0.481729154;0.783515541
Inpp5b;0.235;0.481211457;0.783515541
Sec24d;0.137;0.479772484;0.783515541
Hist2h2aa2;0.342;0.482053316;0.783515541
Txnip;-0.222;0.481543631;0.783515541
D430042O09Rik;0.119;0.482015914;0.783515541
Bmp2k;0.15;0.480901558;0.783515541
Ubxn4;-0.199;0.480203578;0.783515541
Cc2d1b;0.873;0.482053883;0.783515541
Mrps16;0.45;0.481512233;0.783515541
Rab5b;0.206;0.480049675;0.783515541
Atl2;0.178;0.481494689;0.783515541
Ppp2r5d;0.582;0.480218473;0.783515541
Bbip1;-0.236;0.482025186;0.783515541
Vdac3;0.475;0.480380138;0.783515541
Tbcc;0.49;0.481662791;0.783515541
Ranbp3;-0.581;0.481714443;0.783515541
Hmgn1;-0.871;0.481227824;0.783515541
Sumo3;0.521;0.482050782;0.783515541
Gm12933;-0.455;0.480366199;0.783515541
Slc2a4rg-ps;0.577;0.480850815;0.783515541
Elmo1;0.419;0.482332845;0.783840333
Pigv;0.544;0.482576165;0.783849937
D5Ertd579e;-0.423;0.48255874;0.783849937
Ndufa3;-0.592;0.482437849;0.783849937
Upp1;0.135;0.482930719;0.783955633
Crk;0.626;0.482957826;0.783955633
Zbtb38;0.104;0.482764347;0.783955633
Ppp1cc;-0.201;0.482838967;0.783955633
Rbm7;0.423;0.483177498;0.784183699
Ndufa13;-0.314;0.483346442;0.784329375
6820431F20Rik;0.797;0.483554113;0.784537836
Rbm15;0.364;0.483763279;0.784621993
Ndufa7;0.596;0.483764413;0.784621993
Esd;-0.14;0.483886468;0.784691465
Mapt;0.204;0.484132739;0.784962314
Plekhb2;-0.194;0.484647906;0.785108412
Acer3;-0.187;0.485597243;0.785108412
Fkbp8;0.684;0.485459568;0.785108412
Abr;0.803;0.484618673;0.785108412
Rhbdl2;-0.486;0.485623382;0.785108412
Prrc2c;0.72;0.484567233;0.785108412
Usp24;-0.509;0.485344728;0.785108412
Ptp4a2;0.138;0.484336874;0.785108412
Dym;-0.489;0.485071162;0.785108412
Kdm3b;-0.434;0.484632752;0.785108412
Atp6v1c1;0.491;0.48538647;0.785108412
Ap5m1;0.784;0.485728859;0.785108412
Gtpbp4;-0.474;0.485703057;0.785108412
Sacm1l;0.231;0.485578554;0.785108412
Sdf2l1;-0.429;0.485390803;0.785108412
Tab2;-0.323;0.485701861;0.785108412
Taok1;0.164;0.485348822;0.785108412
Spink4;0.296;0.485417006;0.785108412
Atp5l2-ps;-0.894;0.485156694;0.785108412
Zic1;-0.542;0.486130481;0.785229255
Sowaha;-0.324;0.485895827;0.785229255
Pigp;0.441;0.486586749;0.785229255
Gars;-0.771;0.486309483;0.785229255
Igf2bp3;0.138;0.486441681;0.785229255
Pttg1;-0.245;0.486196126;0.785229255
Nrde2;-0.53;0.486395458;0.785229255
Klf10;0.575;0.48656459;0.785229255
Gstm1;0.54;0.486596382;0.785229255
Irgq;0.46;0.486229922;0.785229255
Mtpn;-0.181;0.486764738;0.78533424
Ndufaf7;-0.494;0.486820013;0.78533424
Slc25a22;0.328;0.48701274;0.78551721
Zfpm1;0.23;0.487373863;0.785971689
Whsc1l1;0.622;0.487470123;0.785998954
Btf3;-0.385;0.48757407;0.786038601
Clk4;-0.476;0.488165604;0.786329946
Otud7b;-0.429;0.488190911;0.786329946
Senp3;0.547;0.488050981;0.786329946
Coa3;-0.194;0.488038761;0.786329946
Rpl15;-0.237;0.4883105;0.786329946
Cttn;-1.221;0.488139745;0.786329946
BC106179;-0.52;0.488233602;0.786329946
Kdm5b;0.42;0.488484212;0.786481814
Fbxl18;-0.113;0.488799502;0.78673368
Epsti1;-0.255;0.488754825;0.78673368
Prrg4;-0.454;0.489172546;0.787026931
Gm7247;-0.481;0.489082861;0.787026931
Mb21d1;-0.503;0.489378987;0.787026931
Ier2;0.397;0.48933673;0.787026931
Prrc1;0.428;0.489323945;0.787026931
Fance;0.534;0.489459807;0.787029121
Abcc2;-0.721;0.489576147;0.787088417
Bcas2;0.413;0.48976963;0.787271695
Lix1;-0.535;0.489950993;0.787435435
Chst3;0.568;0.490039382;0.787449721
Csnk2b;0.138;0.490497615;0.787835821
Zfc3h1;0.721;0.490371271;0.787835821
Erh;-0.368;0.490756892;0.787835821
Ifi35;0.471;0.49073255;0.787835821
Rnase4;-0.296;0.49056119;0.787835821
Fam65b;0.143;0.490754822;0.787835821
Psma4;-0.152;0.49128207;0.788423348
Nat2;-1.009;0.491203612;0.788423348
Jade1;0.777;0.491482802;0.788472886
Mrps6;-0.476;0.491629809;0.788472886
Nit1;0.461;0.491423932;0.788472886
Rpl36al;0.693;0.491631352;0.788472886
Grcc10;-0.337;0.491795503;0.788480812
Gpd1l;-0.417;0.491745323;0.788480812
Nup50;0.257;0.492002172;0.788556879
Gm13611;-0.631;0.491922869;0.788556879
Rpl31;0.374;0.492140688;0.788651272
Myo1c;0.478;0.492673071;0.789249033
Ptpn2;-0.456;0.492632469;0.789249033
Trappc8;0.258;0.492769796;0.789276331
Ncoa3;0.288;0.493052708;0.78960179
Pycard;0.235;0.493507801;0.78995731
Rab35;0.309;0.493513966;0.78995731
Tbx18;-0.533;0.4934364;0.78995731
Fam199x;-0.458;0.493691892;0.790081639
Hnrnpc;0.277;0.49375117;0.790081639
Met;0.414;0.493868247;0.790141332
Pank2;0.474;0.494221683;0.790395716
Sart3;-0.53;0.494586666;0.790395716
Tmem254a;0.646;0.494509235;0.790395716
