gene;ratio;pval;qval
Nol4l;1.435;0.107329873;0.414425777
Ctsh;1.148;0.107374171;0.414425777
Rnf138;1.147;0.107794705;0.414425777
Abcd4;-1.067;0.107608729;0.414425777
Xbp1;-0.324;0.107159822;0.414425777
AW822252;0.299;0.107904479;0.414582569
Ddx58;-0.872;0.108140824;0.415329531
Mon2;0.961;0.108187437;0.415347505
Usp37;0.766;0.108244783;0.415406656
Abl1;-1.038;0.108318681;0.415503575
Tmem123;-1.621;0.108521731;0.415503575
Emc4;0.988;0.10851363;0.415503575
Tmtc2;1.571;0.108437766;0.415503575
Stard10;1.164;0.108386989;0.415503575
Ltb4r2;1.11;0.108511701;0.415503575
Fbxw2;-1.053;0.108785011;0.415813886
Zranb1;-0.514;0.108721768;0.415813886
Atf7ip;-1.196;0.10881268;0.415813886
Pias3;1.422;0.108663004;0.415813886
Ufm1;-0.497;0.10874457;0.415813886
Ift20;0.336;0.109056406;0.416584537
Sft2d1;1.165;0.109118294;0.416660255
Egf;-1.151;0.109237852;0.416956042
Fnbp4;-1.132;0.109381395;0.417038123
Erlin1;1.127;0.109385668;0.417038123
Cd200r3;-0.855;0.109380017;0.417038123
Slc25a13;1.132;0.109618318;0.417128571
Hnrnpl;1.567;0.109554083;0.417128571
Rbm33;-0.317;0.109554798;0.417128571
Nmnat1;-1.102;0.109619957;0.417128571
Gfer;-1.104;0.109467352;0.417128571
Adam12;-1.043;0.109859036;0.417829646
Akap8;-0.719;0.109888564;0.417829646
BC029214;-1.162;0.110021002;0.417852001
Plpp6;1.047;0.109937444;0.417852001
Hhat;-0.876;0.109981881;0.417852001
Fam20b;1.857;0.110173718;0.418063809
Tom1l2;1.197;0.110203393;0.418063809
Uggt2;-0.735;0.110137962;0.418063809
Ccnd3;-1.189;0.11028709;0.418221143
Hdgf;-0.35;0.110688912;0.419584262
Tax1bp1;0.238;0.110908656;0.419776572
Psmd6;-0.89;0.110909166;0.419776572
Nckap5;-1.395;0.110825617;0.419776572
Zfp36l1;-0.354;0.110799348;0.419776572
Smu1;1.358;0.111119302;0.420250738
Rnf149;-1.183;0.111078309;0.420250738
Lbhd1;-1.093;0.111278048;0.420529976
Lpin2;1.278;0.111238789;0.420529976
Tmem176a;-1.663;0.111491243;0.420622941
Narf;-0.779;0.111395161;0.420622941
Elovl7;0.658;0.111469901;0.420622941
Kdelr1;0.43;0.111429762;0.420622941
Gramd4;1.091;0.111514977;0.420622941
Gm28533;-1.07;0.111591109;0.420749882
Srsf6;-0.834;0.111693796;0.420976807
Tmbim4;0.316;0.111957441;0.42124614
Larp1;-1.593;0.111829101;0.42124614
Foxo1;0.369;0.111999049;0.42124614
D8Ertd82e;1.149;0.112020427;0.42124614
Bri3;1.22;0.111917008;0.42124614
Tceb2;0.299;0.111977251;0.42124614
Rassf7;0.966;0.112146304;0.421559445
Neurl1b;1.377;0.112246977;0.421617865
N6amt2;1.365;0.112227986;0.421617865
Adarb2;-1.132;0.112814637;0.423110508
Slc7a7;0.994;0.112757195;0.423110508
Mettl3;-0.679;0.11281523;0.423110508
Mpv17l2;1.063;0.112797514;0.423110508
Psd4;1.163;0.112859571;0.423116597
Ndufs2;0.342;0.113025651;0.423578915
Ermap;-0.853;0.113154626;0.423741616
Dcaf5;-1.046;0.11315107;0.423741616
Zfp444;0.297;0.11326452;0.423934598
Ube2k;-1.367;0.113341149;0.423934598
Khsrp;0.525;0.113365218;0.423934598
Rnf139;1.419;0.11342016;0.423934598
Vps35;0.426;0.113384494;0.423934598
Slc39a10;-1.156;0.113603234;0.423978911
Fuom;1.444;0.113486301;0.423978911
9530068E07Rik;1.2;0.113585574;0.423978911
Acnat1;0.305;0.113528863;0.423978911
Ganc;-1.089;0.113842538;0.42463709
Smpd4;-1.176;0.113865332;0.42463709
Cdkl3;-1.162;0.114212638;0.42577199
Epb41l3;0.595;0.114331117;0.426053314
Prkaa1;0.992;0.114470096;0.426410794
Fam213b;0.335;0.11453352;0.426486661
Wac;0.539;0.114836966;0.427455901
Pigg;1.17;0.114977295;0.427496286
Bard1;-0.872;0.114947582;0.427496286
Mib1;-1.16;0.114974451;0.427496286
Socs4;-0.422;0.11510773;0.427604185
Tctn1;-1.274;0.115135826;0.427604185
Eea1;-1.011;0.115087218;0.427604185
Ube3c;1.516;0.115656534;0.42874456
Shroom3;1.321;0.115616784;0.42874456
Ndufb5;1.282;0.115661669;0.42874456
Sbf2;-0.981;0.115568987;0.42874456
Rab12;-1.155;0.115702596;0.42874456
Tmprss11b;-0.897;0.115603933;0.42874456
Gm10443;-1.112;0.115745911;0.428744669
Itch;0.748;0.11586034;0.429008102
Hexim1;1.183;0.116036079;0.429498268
Bnip3l;0.825;0.116107696;0.429602813
Ksr1;0.424;0.116361163;0.430378122
Atp6ap1;1.34;0.116404138;0.430378122
Arfgef2;1.001;0.116523533;0.430658802
Mocs2;0.675;0.116720254;0.431224958
Uqcc2;-1.198;0.116886791;0.431679217
Gsto1;0.205;0.117226517;0.432772512
Rnf213;0.44;0.117342997;0.433041126
Irak4;0.73;0.117500099;0.433079235
Btd;1.119;0.117622247;0.433079235
Gcn1l1;-1.73;0.117659386;0.433079235
Pkp3;0.921;0.117552282;0.433079235
Sectm1a;1.252;0.117457397;0.433079235
Plin3;0.222;0.117606192;0.433079235
Gm13323;-1.33;0.117404051;0.433079235
Setd7;-1.177;0.117851432;0.433624975
Plekha1;-1.461;0.118016989;0.434072882
Nob1;-1.426;0.118069261;0.434103947
N4bp2l2;-0.502;0.118178676;0.434183898
Usp14;0.334;0.118142609;0.434183898
Serinc5;1.106;0.118260842;0.434324673
Rnf14;0.849;0.118351935;0.434398607
Zfp219;-1.242;0.118368686;0.434398607
Acad12;-0.36;0.118487248;0.434511734
Rps27;-1.252;0.118447524;0.434511734
Ccm2;1.164;0.1186946;0.434606735
H2-Eb1;0.273;0.118559662;0.434606735
Lrrc59;1.85;0.118673886;0.434606735
Mrpl16;-1.003;0.118732542;0.434606735
Fau;-2.052;0.118708255;0.434606735
Slc3a2;0.338;0.118823076;0.434777452
Laptm4a;0.336;0.119214147;0.4348962
Sf3b1;-0.319;0.119068746;0.4348962
Tnpo3;-0.904;0.119093983;0.4348962
Slc25a1;0.4;0.119250689;0.4348962
Cpped1;1.622;0.119112507;0.4348962
Dennd4c;1.249;0.119070517;0.4348962
Atpif1;0.227;0.119243077;0.4348962
Ces1g;0.793;0.119217364;0.4348962
Cnih1;0.336;0.119083598;0.4348962
Slc30a4;0.382;0.119383277;0.435219493
Acy3;0.482;0.119484316;0.435267433
Gm10134;-0.457;0.119479;0.435267433
Itpripl1;1.284;0.119587117;0.435481762
Atp5f1;0.317;0.119828591;0.435560437
Rbm25;-0.775;0.119790579;0.435560437
Mpzl3;1.244;0.119673153;0.435560437
Fam198b;-1.13;0.119822645;0.435560437
Gm15198;-1.136;0.119820321;0.435560437
Mpi;0.528;0.120037198;0.436158638
Gdi2;0.381;0.120172296;0.436489399
Suv420h1;1.236;0.120314443;0.436766682
Rhoa;0.531;0.120336827;0.436766682
Zfp326;-1.105;0.120411524;0.43687771
Rep15;-1.066;0.120515135;0.437093522
Nudt5;-0.988;0.120594826;0.437129376
Stk16;0.9;0.120613285;0.437129376
Gm5403;-1.159;0.120680658;0.437213576
Ddr1;1.91;0.120755041;0.437323102
Cml5;0.53;0.120812727;0.437372097
Sh3kbp1;-0.87;0.120928961;0.437473106
Mbtps2;-1.052;0.120887048;0.437473106
Pcgf3;-0.427;0.121060334;0.437788467
Slc5a3;0.393;0.121666627;0.439820416
Ube2f;1.467;0.121762165;0.440005198
Ndrg3;-1.12;0.121912868;0.440228567
Odc1;-0.817;0.121909323;0.440228567
Bst1;1.393;0.122078732;0.440666853
Acp1;-1.246;0.122177665;0.440863304
Ube2z;0.411;0.122712888;0.442472207
Kremen1;1.079;0.122697546;0.442472207
Prdx2;-1.085;0.123033133;0.442638871
Dhtkd1;-0.866;0.123005216;0.442638871
Gopc;-1.413;0.122862057;0.442638871
Pum3;-1.108;0.12303979;0.442638871
Pvrl1;0.914;0.122808421;0.442638871
Exoc3l4;0.241;0.123007285;0.442638871
Clca1;-0.935;0.123071928;0.442638871
Gdpd1;0.608;0.123153317;0.442770819
Ptp4a1;1.456;0.123299864;0.442908971
G6pc;0.698;0.12332589;0.442908971
Ebf1;0.339;0.123320659;0.442908971
Cbll1;-1.057;0.12378706;0.44440407
Srsf2;1.142;0.123987129;0.444961057
Safb2;-0.973;0.124186813;0.445516257
Insig2;1.018;0.124236848;0.445534387
Capza2;-1.129;0.124370317;0.445851608
Gm11808;0.362;0.124758913;0.446759594
Emg1;1.066;0.124722516;0.446759594
Arntl2;-1.004;0.124710059;0.446759594
Wdr17;-1.043;0.124881188;0.447035839
Ergic3;1.321;0.12505378;0.447491939
Vwf;-0.819;0.125157964;0.447541385
Zfp125;-0.797;0.125124568;0.447541385
Galt;-0.944;0.125225128;0.447619955
Rabgef1;1.045;0.125309209;0.447758916
Exoc5;0.371;0.12536515;0.447797264
Ubr5;-0.522;0.125472043;0.448017513
Anapc16;-0.65;0.125542942;0.448109133
Slirp;-1.233;0.125604788;0.44816838
Il10rb;-1.011;0.1256823;0.448283466
Ap3m1;0.828;0.125968152;0.448495523
Slc12a6;-1.26;0.125927157;0.448495523
Fignl2;1.129;0.125890141;0.448495523
Sart1;-0.817;0.12586007;0.448495523
Fas;1.117;0.125963654;0.448495523
L3mbtl3;-1.065;0.126057757;0.448653282
Noxo1;-1.155;0.126154163;0.448835124
Cpeb3;1.078;0.12667061;0.449086157
Mrps18c;-0.585;0.126600674;0.449086157
Tardbp;-1.208;0.126300226;0.449086157
Dnajb9;0.486;0.12648888;0.449086157
Rabggta;1.277;0.126371916;0.449086157
Gpx2;-0.224;0.126678114;0.449086157
Copg1;0.34;0.126439274;0.449086157
Mast2;0.496;0.126411246;0.449086157
1810030O07Rik;-1.076;0.126512265;0.449086157
Gm12732;1.166;0.12656085;0.449086157
Esco1;1.602;0.126862642;0.449097381
Rpsa;-0.629;0.126784883;0.449097381
Dxo;-1.102;0.126854001;0.449097381
Kdm4c;-0.957;0.126753817;0.449097381
Nop10;-0.916;0.127055713;0.449313891
Zfp870;-1.105;0.12705989;0.449313891
Inpp5k;-0.94;0.127007499;0.449313891
Commd1;0.634;0.127145771;0.449433728
Cd74;0.179;0.127184527;0.449433728
Baz2b;-0.931;0.127315757;0.44966863
Ift43;1.246;0.127341798;0.44966863
Gm21596;-0.775;0.127389801;0.449677827
Fat1;0.978;0.127448608;0.449725139
Gm7599;0.482;0.127730575;0.450559595
Pgm2;1.138;0.12791582;0.451052404
Ctsa;0.783;0.128045495;0.451270213
Mea1;0.451;0.128220923;0.451270213
Bax;-1.041;0.128160428;0.451270213
Nars;0.962;0.128201802;0.451270213
Gm17333;-0.929;0.128112713;0.451270213
Pla2g12b;1.458;0.128250949;0.451270213
Zfp260;0.329;0.128578294;0.451932221
Gna11;0.179;0.128564184;0.451932221
Sik1;0.303;0.128539905;0.451932221
1110038F14Rik;-0.981;0.128621598;0.451932221
Tmem259;-1.29;0.128674726;0.451958567
Kremen2;-1.152;0.128740047;0.45202771
Fbxo42;0.894;0.12880648;0.452100705
Wdr89;-0.796;0.129069298;0.452862697
Slc28a1;0.754;0.129295687;0.45349638
Acsl1;0.386;0.12944347;0.453854006
Serp1;-0.235;0.129533924;0.453882822
Set;1.309;0.129543335;0.453882822
Iws1;-0.778;0.129699315;0.45426864
Bloc1s3;1.06;0.129816738;0.454358583
Gpd2;0.65;0.129795728;0.454358583
Cd302;0.334;0.12990079;0.454492167
Bbx;-1.149;0.129957494;0.454530006
Gosr2;0.325;0.130037163;0.454545929
Maff;-1.045;0.130053828;0.454545929
Cap1;0.275;0.130212631;0.454780009
Mtch2;0.273;0.130188408;0.454780009
Cgn;-1.515;0.130518882;0.455528373
Yipf4;0.431;0.130512441;0.455528373
Ergic2;0.709;0.130676525;0.455917921
C2;1.296;0.130795443;0.456172134
Xpr1;0.262;0.130871881;0.456278064
Phc2;-0.502;0.130965784;0.456444789
Nme3;-1.283;0.131114694;0.456803042
Mrpl3;-0.907;0.131212727;0.456897632
Churc1;-1.082;0.1312341;0.456897632
Prr13;-1.562;0.131453497;0.457500662
Nsl1;-1.117;0.131607671;0.457876356
Gatsl2;1.405;0.131673974;0.457946177
Metap2;1.194;0.131837704;0.45835467
Cltb;1.138;0.132000832;0.458760787
Ndufaf4;-1.076;0.132133649;0.459061309
Ctu1;1.085;0.132328937;0.459486223
Casp7;0.337;0.132348732;0.459486223
Ivd;-0.646;0.132540246;0.459828768
Abcc5;0.328;0.132508922;0.459828768
Lclat1;1.03;0.132741222;0.460085287
Ltn1;1.061;0.132680521;0.460085287
Tmem131;1.064;0.132753534;0.460085287
Rpl8;-0.404;0.133026396;0.460869694
Slamf1;-0.965;0.133098846;0.460959466
Anxa11;0.425;0.13322902;0.46098653
Epb41l1;1.193;0.133246283;0.46098653
Mbnl1;-2.28;0.133218457;0.46098653
Ndufs6;0.556;0.133409191;0.461388978
Egln2;0.989;0.133471198;0.461442308
Zfp933;-0.845;0.133715523;0.461916975
Zbtb42;1.151;0.133731405;0.461916975
Tjp2;1.038;0.133748398;0.461916975
Tmem144;1.186;0.134139092;0.463104813
C1galt1;0.616;0.134276278;0.46341691
Trp53rkb;-1.142;0.134437056;0.463810184
4930402H24Rik;1.169;0.134484627;0.463812755
Tjp1;0.777;0.134540911;0.463845361
Ascc3;0.875;0.134684102;0.464177462
Trim15;1.576;0.134735735;0.464193897
Bloc1s1;1.138;0.134800608;0.464255919
Nipal1;0.234;0.134862538;0.464307766
Padi2;-1.389;0.134931133;0.464382514
Ormdl1;0.956;0.135048196;0.46462396
Rassf2;-0.884;0.135283882;0.465111715
Dhrs7;-0.956;0.135247518;0.465111715
Sppl3;0.519;0.135941394;0.465433635
Cdip1;-1.228;0.135779261;0.465433635
Zmpste24;0.948;0.135861964;0.465433635
Krit1;-1.047;0.135677458;0.465433635
Oxsm;-0.597;0.135824009;0.465433635
Zfp799;-1.09;0.135500133;0.465433635
Mapk8;1.179;0.135617107;0.465433635
Akap1;1.277;0.135735321;0.465433635
Fam228a;1.183;0.135529271;0.465433635
Ptdss1;1.24;0.135925642;0.465433635
Prcc;1.065;0.135766419;0.465433635
Gsta3;-1.07;0.135468645;0.465433635
Tmem189;0.631;0.136063702;0.465530559
Npdc1;0.646;0.136017251;0.465530559
Sestd1;1.044;0.136856581;0.468081642
Itgb5;0.63;0.136999542;0.468408858
Arpc4;1.227;0.137460844;0.469823899
Cox6b1;-1.032;0.137553171;0.469883157
Dhcr7;0.898;0.13757306;0.469883157
Rpl21;-0.525;0.137664323;0.470032788
Sap25;-1.206;0.137714916;0.4700435
Wwp2;1.251;0.13785388;0.470355731
Tbcb;1.095;0.137998216;0.470565688
Tnfsf13b;0.871;0.138010432;0.470565688
Plcxd2;-1.021;0.138125321;0.470633405
2810403A07Rik;-1.076;0.138100923;0.470633405
Atp6ap2;0.428;0.13817394;0.470637166
Bnip2;-1.356;0.138260374;0.470769683
Tshz3;-1.255;0.138443258;0.471230402
Egfr;-1.056;0.138534456;0.471378833
Luc7l;1.072;0.138632188;0.47154939
Abcc6;1.032;0.138681603;0.471555535
Bmp2;0.991;0.13880997;0.471830046
Brip1;-1.066;0.138922881;0.471889963
Zim1;-0.927;0.138899079;0.471889963
Ndufs7;0.324;0.139028453;0.472086673
Hcn3;0.254;0.139251468;0.47251997
Fnta;1.089;0.139209441;0.47251997
Rdh5;1.071;0.139485623;0.473066085
Sel1l;1.269;0.139507929;0.473066085
Cdk2ap2;-0.783;0.139713295;0.47333256
Mon2;0.94;0.139729874;0.47333256
Cdk2ap2;-0.783;0.139713295;0.47333256
Rbx1;-0.407;0.139853922;0.473590803
Rps6ka1;1.173;0.139974215;0.473836158
Ubqln4;-0.822;0.140192194;0.474388528
Celf2;-1.088;0.140233176;0.474388528
Lss;-0.969;0.140497881;0.474959561
Pign;-1.707;0.140469181;0.474959561
Kdf1;-1.66;0.140603184;0.474991317
Pptc7;1.075;0.14058751;0.474991317
Muc2;-1.714;0.140724977;0.475240675
Ifnlr1;1.388;0.140899319;0.475667265
Commd9;1.106;0.141010662;0.475880958
Swt1;-0.973;0.14111417;0.47606807
Tle3;-0.789;0.141180655;0.476130195
Ubl5;1.044;0.14134645;0.47620292
Cyhr1;0.802;0.141327788;0.47620292
Atxn2;1.054;0.1413204;0.47620292
Snx5;-1.537;0.141446393;0.476377602
Immt;-0.967;0.141629397;0.476535861
Hsd17b4;0.28;0.141582201;0.476535861
Bet1l;-1.009;0.141637716;0.476535861
Seh1l;1.003;0.141790004;0.4767513
Abi3;-1.272;0.141798014;0.4767513
Sec31a;0.375;0.141894921;0.476915233
Plin1;-0.521;0.142042518;0.477014975
Agrn;0.354;0.14203504;0.477014975
Smpd2;0.844;0.142069074;0.477014975
Tanc2;-1.065;0.142120416;0.477025658
Glmp;1.042;0.142196136;0.477118132
Usp34;-0.634;0.1422534;0.477148638
Rps2;1.477;0.14238675;0.477191036
Zfp207;-1.069;0.142423105;0.477191036
Cops3;0.763;0.142547802;0.477191036
Arpc1a;-1.653;0.142431432;0.477191036
Rps11;-0.374;0.142461493;0.477191036
Pde7a;-1.029;0.142555101;0.477191036
Zeb2;-0.998;0.142801669;0.477417345
Reep6;0.518;0.142723816;0.477417345
Reep6;0.518;0.142723816;0.477417345
Gm9964;-1.022;0.142815507;0.477417345
Rabgap1;1.262;0.142900447;0.477540125
Vcpip1;-0.544;0.143082757;0.477988097
Nomo1;-1.225;0.143307912;0.478575586
Rnf2;-0.564;0.143355251;0.478575586
Mavs;1.008;0.143455016;0.478635636
Gm14226;-0.835;0.143469884;0.478635636
Ptafr;1.12;0.143643118;0.479052215
Copb1;0.391;0.144049334;0.480245254
Rtn2;-1.261;0.144331813;0.480589434
Ncor1;-0.637;0.144255677;0.480589434
Celf1;-0.83;0.144359419;0.480589434
Xkr9;0.667;0.14439517;0.480589434
Olfr536;-1.525;0.144257992;0.480589434
Slk;-0.708;0.144676613;0.480951953
Zfp951;-0.932;0.144723655;0.480951953
Mink1;-1.016;0.144746872;0.480951953
Hsd17b6;1.429;0.144563222;0.480951953
Mtch2;-1.621;0.144700899;0.480951953
B630005N14Rik;0.25;0.14485751;0.481158163
Napg;0.891;0.145061199;0.481542123
Arl6ip6;1.2;0.145070338;0.481542123
Rbbp4;-0.73;0.145135354;0.481596544
Triap1;0.991;0.145393707;0.482292253
Bcl10;-0.969;0.145565898;0.482520026
Il6st;-0.736;0.145608517;0.482520026
Fam53a;1.324;0.145580875;0.482520026
Abhd18;-0.713;0.145710073;0.482695075
Exph5;-0.65;0.145810986;0.482867874
Plac8;0.547;0.145879509;0.482933334
Zcwpw1;-0.93;0.14614071;0.483636395
Smyd4;-0.911;0.146527961;0.484001977
Ing4;-0.999;0.146393386;0.484001977
Sgk1;0.199;0.146463668;0.484001977
Pold4;-1.013;0.146524567;0.484001977
Ilf2;-0.879;0.146544364;0.484001977
Pold4;-1.013;0.146524567;0.484001977
Capzb;-1.522;0.146607946;0.484050567
Glmp;1.65;0.146749155;0.484355342
Prr13;1.546;0.146888039;0.484652241
Cenpv;-0.667;0.146950082;0.484695491
Iqsec1;-1.019;0.147115076;0.48475543
Mbd3;-1.021;0.147024532;0.48475543
Ubl7;-1.024;0.147069133;0.48475543
Tnks2;-0.964;0.147194216;0.484854909
Dusp16;1.053;0.147293982;0.485022237
Smim22;-1.146;0.147400856;0.485051654
Papola;-1.067;0.147387855;0.485051654
Ccpg1os;-0.985;0.147690644;0.48519928
Dpm3;1.037;0.147642386;0.48519928
Rabggtb;-1.5;0.147569271;0.48519928
Ints7;-2.032;0.147636262;0.48519928
Arap2;-1.03;0.147678027;0.48519928
Mfn2;0.357;0.14794416;0.48587099
Ahctf1;-0.975;0.148144933;0.485885946
Calm1;1.905;0.148089655;0.485885946
Spast;0.881;0.148035789;0.485885946
Ndrg1;1.379;0.148130402;0.485885946
Sptbn1;-0.892;0.148343265;0.486375386
Cdk18;0.29;0.148428533;0.486493916
Hyou1;-0.983;0.148593468;0.486866783
Strap;-0.707;0.148640601;0.486866783
Tmem30c;-1.206;0.148816073;0.48686934
Rdh16;-1.184;0.148878608;0.48686934
Hnrnph3;-1.044;0.148887151;0.48686934
Idh3b;1.035;0.148728718;0.48686934
Ric8;1.092;0.14876874;0.48686934
Mrfap1;-0.393;0.149017282;0.486973335
Leprot;1.231;0.148984482;0.486973335
Oxa1l;1.56;0.149175357;0.487329125
Prkcsh;0.426;0.149365065;0.487787988
Pag1;0.982;0.149473786;0.487982153
Gspt1;0.987;0.149579598;0.48802943
Pafah2;0.597;0.14958681;0.48802943
Cdnf;-0.924;0.149911702;0.488445858
Hist1h1c;0.469;0.149876891;0.488445858
Ifngr1;0.376;0.149767886;0.488445858
Elp5;1.083;0.149839161;0.488445858
E2f7;-0.95;0.150029293;0.488523163
Tmem82;1.034;0.150058905;0.488523163
Oxnad1;0.836;0.150132712;0.488523163
Chchd3;1.487;0.15010859;0.488523163
Smchd1;-0.73;0.150189545;0.488547601
Atxn7l3;-1.091;0.150374077;0.488833822
Tdg;-1.016;0.1504649;0.488833822
Churc1;-1.034;0.150474944;0.488833822
Fam204a;1.579;0.150379273;0.488833822
Tvp23b;0.918;0.150595803;0.488953248
Tprkb;-1.219;0.150610435;0.488953248
Ccdc79;-1.108;0.150663044;0.488963779
2810459M11Rik;1.035;0.150796648;0.489237078
Xpnpep1;-0.779;0.151021841;0.489807248
Ssh2;-0.778;0.151330093;0.490646342
Slc39a11;0.654;0.151732897;0.490668598
H2-DMb1;0.704;0.151495476;0.490668598
Agtrap;-0.962;0.151726244;0.490668598
Lbh;-0.592;0.151571973;0.490668598
Rab17;1.121;0.151621989;0.490668598
Intu;-0.925;0.151733258;0.490668598
Nptn;1.321;0.151466381;0.490668598
Cox7c;-1.181;0.151644782;0.490668598
Clasp1;-1.34;0.152148075;0.490857647
2610528J11Rik;0.904;0.152237727;0.490857647
Snhg11;-0.367;0.152032323;0.490857647
Krt19;0.399;0.1521653;0.490857647
Slc12a6;-1.373;0.152150445;0.490857647
Wdr82;-0.775;0.151857446;0.490857647
Alyref2;-0.903;0.152058734;0.490857647
Stx3;0.383;0.152217809;0.490857647
Tmem184b;0.747;0.151967498;0.490857647
Kpna1;0.58;0.1525728;0.491676855
Hip1r;-0.339;0.152640413;0.491676855
Rhob;-0.696;0.15264072;0.491676855
Arap2;0.772;0.152948445;0.492507914
Kcmf1;0.884;0.15300651;0.492534767
Mrpl42;-0.746;0.153092254;0.492650674
Rapgef2;-1.972;0.153221932;0.492907838
Scn8a;0.398;0.153362305;0.493199231
Slc10a2;-0.91;0.153610953;0.49346034
Pax8;-1.012;0.153509026;0.49346034
Cd274;-1.37;0.153692594;0.49346034
Cblc;0.586;0.153665867;0.49346034
Msl2;-0.863;0.153553568;0.49346034
Atp5j2;0.682;0.153992907;0.493944217
Fam3b;1.056;0.153953336;0.493944217
Fn3krp;-0.365;0.153981145;0.493944217
Denr;-0.828;0.154077941;0.493994125
Myl12b;0.231;0.154108213;0.493994125
Plcd4;-1.133;0.154186426;0.494084939
Wdr37;-0.886;0.154402975;0.494243914
Trip12;0.868;0.154485528;0.494243914
Gab2;-1.027;0.154452485;0.494243914
Hras;1.001;0.154386185;0.494243914
Shank1;-0.338;0.154427436;0.494243914
Exoc8;0.205;0.154630598;0.494548297
Me1;-0.444;0.154810499;0.494963846
Dennd1b;-0.684;0.155108792;0.494977582
Ccdc36;-0.798;0.155129554;0.494977582
Serpine2;-1.002;0.155084465;0.494977582
Trrap;-1.811;0.154945567;0.494977582
Commd7;-0.392;0.154906676;0.494977582
Rps6ka4;0.979;0.155164603;0.494977582
Rps6ka4;0.979;0.155164603;0.494977582
Tubgcp4;-1.068;0.155300079;0.495090855
Rufy3;0.505;0.155258065;0.495090855
Rab43;-0.989;0.155366948;0.495144666
Sde2;-0.917;0.155469182;0.495311111
Pabpn1;-1.229;0.155601458;0.495573133
Pcdh1;0.764;0.155794088;0.496027141
Scp2;0.225;0.156046991;0.496672702
Cdx2;0.5;0.156256743;0.497180545
1700123O20Rik;0.773;0.156374224;0.497394569
Tmem86b;0.355;0.156472492;0.497459201
Tinf2;-1.091;0.156494989;0.497459201
Rplp2;-1.368;0.156723386;0.498025389
Grsf1;1.425;0.156809731;0.498139958
Prom1;0.729;0.157562067;0.498259577
Clec4a2;-1.05;0.157366528;0.498259577
Prlr;0.339;0.15725907;0.498259577
Dolk;1.134;0.15708541;0.498259577
Rpl34;-0.686;0.157424496;0.498259577
E2f5;-0.965;0.15748372;0.498259577
Dnajc8;-1.446;0.157175231;0.498259577
Vps53;1.206;0.157372898;0.498259577
Ikbip;-0.684;0.157071068;0.498259577
Gpi1;0.957;0.15723443;0.498259577
Cish;-0.958;0.157212881;0.498259577
Trim26;1.067;0.156911988;0.498259577
Rrnad1;-1.081;0.157663667;0.498259577
Arrb1;0.825;0.157702552;0.498259577
Xlr3a;-0.979;0.15763567;0.498259577
Man2a2;-1.079;0.157689714;0.498259577
Tmem181b-ps;-0.981;0.157118053;0.498259577
Usp22;0.908;0.157856794;0.498587864
Fam3c;1.223;0.15792337;0.49863914
Rfwd2;-0.913;0.158080288;0.498975544
Osgep;-1.287;0.158141766;0.499010575
Hnrnpa2b1;-0.728;0.158357333;0.49909163
2410089E03Rik;-0.981;0.158419393;0.49909163
Sdhd;0.206;0.158411158;0.49909163
Aasdhppt;1.135;0.158403043;0.49909163
Ormdl2;0.364;0.15838727;0.49909163
Aplp2;1.557;0.158477649;0.499116411
Atp5f1;-2.115;0.158703254;0.499205218
Sf1;1.127;0.158707444;0.499205218
Slc5a12;-1.067;0.158601669;0.499205218
Sf1;1.127;0.158707444;0.499205218
Gm14443;-1.007;0.158865013;0.499542207
Slc27a1;-0.872;0.159011953;0.499845572
Ptprg;1.316;0.159106213;0.499983198
Cpne3;0.48;0.15935779;0.500614942
Rps24;-1.395;0.159548507;0.500896344
Rab11fip1;0.308;0.1595029;0.500896344
Jak1;0.668;0.159773197;0.500966607
Kcnj2;-0.958;0.159735547;0.500966607
Vangl1;-0.954;0.159672947;0.500966607
Fam13a;1.017;0.15964795;0.500966607
Tmem245;-0.278;0.160108714;0.501845479
Tchp;-0.963;0.160205493;0.501845479
Map4k3;0.882;0.160200811;0.501845479
Maea;1.077;0.160301037;0.501937618
Sipa1l3;1.277;0.160336257;0.501937618
Gpaa1;0.859;0.160530399;0.502386605
Papd4;-1.005;0.160788826;0.503036424
Cndp1;-0.988;0.161151932;0.503679053
Pdgfc;1.012;0.161133234;0.503679053
Ripk4;1.186;0.161438651;0.503679053
Rragc;-1.145;0.161255569;0.503679053
Tpr;-1.132;0.161485207;0.503679053
Npl;-1.02;0.161361272;0.503679053
Hif1an;0.904;0.161473308;0.503679053
Myo1d;0.453;0.16131046;0.503679053
Bhmt2;-1.044;0.161502743;0.503679053
Sumo3;-1.546;0.161383477;0.503679053
Nudt16;-0.667;0.16187586;0.50412723
Gls;0.681;0.161786847;0.50412723
Mtfr1;-0.82;0.161762504;0.50412723
Crcp;0.986;0.161900931;0.50412723
Mical2;0.982;0.161819612;0.50412723
Polr2m;1.235;0.162173499;0.504620911
BC026585;-0.858;0.162212315;0.504620911
Scly;1.24;0.16216786;0.504620911
Trim26;-1.147;0.16241004;0.505077376
Fau-ps2;1.115;0.162463789;0.505085948
2700060E02Rik;-0.434;0.16259763;0.505343436
Muc2;-0.988;0.162704001;0.505356893
Taf6l;0.917;0.162688136;0.505356893
DHRSX;0.857;0.162800921;0.505499412
Mrpl43;-0.355;0.162932439;0.505609696
4833420G17Rik;1.154;0.162938531;0.505609696
Hagh;-0.38;0.163100589;0.505637351
